,unique_id,data_folder,batch_size,max_epochs,cuda,result_folder,model_name,init_lr,weight_decay,band_pass,electrodes,sampling_rate,n_seconds_valid_set,n_seconds_test_set,data
50,G3Bfr2Bw9D8WtTR7H82qvA,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[14, 20]'",'*',256,180,180,onlyEEGData
51,Yg9cZvH53f3y9kf5gzvEdj,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[14, 20]'",'*',256,180,180,RobotEEGAux
52,8FE6KKkocTtf7422kMxYSY,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[14, 20]'",'*',256,180,180,RobotEEG
53,xxPdJhfmcJvVsDR9EBzwB6,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[14, 20]'",'*z',256,180,180,onlyEEGData
54,KQ9SGL8kbNj3kp7uJrcsxG,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[14, 20]'",'*z',256,180,180,RobotEEGAux
55,d9CaHjJLNcBjRz8VVJ9EnJ,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[14, 20]'",'*z',256,180,180,RobotEEG
56,mUNFvCvdYff2mjGMHfmjsK,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[14, 20]'",'*C*',256,180,180,onlyEEGData
57,JxVUeMqAmzsujS3PX2rGke,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[14, 20]'",'*C*',256,180,180,RobotEEGAux
58,t7BTTkBwuN8fJJ79gnpyie,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[14, 20]'",'*C*',256,180,180,RobotEEG
59,XiSa4yzwJRsZ3wYDEYJWac,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[20, 30]'",'*',256,180,180,onlyEEGData
60,QSmpZEJJWFJ8okn4k3rXWJ,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[20, 30]'",'*',256,180,180,RobotEEGAux
61,X7CKxXaVmxaKb2KZFTXCZ7,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[20, 30]'",'*',256,180,180,RobotEEG
62,Bd6vHF4UfNRmDW9C2kHTMd,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[20, 30]'",'*z',256,180,180,onlyEEGData
63,6LR5orQPReprimLXKpLKVK,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[20, 30]'",'*z',256,180,180,RobotEEGAux
64,QCNKa8qqeHUcHHHvoCNWPB,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[20, 30]'",'*z',256,180,180,RobotEEG
65,df55EuWzsSjJBEwRAemFBF,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[20, 30]'",'*C*',256,180,180,onlyEEGData
66,aYL6rDqcvu3hADZMwepmLW,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[20, 30]'",'*C*',256,180,180,RobotEEGAux
67,S4CsqV5BfNTS2qJ6kWNxWa,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[20, 30]'",'*C*',256,180,180,RobotEEG
68,e3D3dxU4PHEbSXyLUGswtA,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[30, 40]'",'*',256,180,180,onlyEEGData
69,YxXhVTBdB6S8rqHiTwNnXY,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[30, 40]'",'*',256,180,180,RobotEEGAux
